609,7101,10976,11750,82365,95391,96205,97140
611,9821,11340,25761,79835,90571,91423,92175
621,2295,4731,7981,89349,98030,98817,99713
627,1324,3137,16448,92065,95121,95996,96819
628,3166,4049,4813,91882,98120,99009,99870
646,4874,13555,21198,79250,93302,94009,94703
647,2138,14851,19331,76512,95190,96027,96841
651,1294,7988,9607,85507,98020,98765,99705
655,1445,3253,16861,82115,98207,99091,99910
656,1435,4142,18250,80265,98075,98991,99723
659,8299,14081,17120,72739,95377,96195,97067
665,4138,4949,7235,88388,97930,98694,99538
672,6336,9661,18948,76214,95715,96570,97421
700,2339,5422,24231,73349,97710,98436,99350
731,2450,16739,19829,71607,95893,96736,97552
740,1384,6378,17555,78595,98080,98978,99827
763,6376,7262,13674,84058,95595,96511,97298
764,7087,12526,17993,89013,90514,91445,92195
775,2446,4187,9025,87975,98135,99060,99934
804,3394,4214,12988,85032,97647,98287,99171
819,4381,6765,14215,79213,97915,98667,99562
821,3425,9115,14691,83445,95836,96645,97559
823,2526,6331,15094,88268,95363,96131,97001
824,3448,14593,18879,74477,95574,96449,97293
838,1541,7210,14320,81734,97833,98581,99480
843,1577,4918,23097,73928,98183,99080,99911
860,2617,5033,12246,92906,95102,95969,96804
867,12224,23195,24033,74750,88071,88831,89566
882,5663,7319,34324,70786,93463,94195,94905
909,10758,22447,32223,77395,85157,85887,86761
920,2696,10612,21347,69206,98076,98882,99798
927,13473,16534,19471,76064,90871,91703,92494
928,1706,11433,23169,76426,95133,95947,96795
954,1689,3427,11991,94644,95411,96283,97138
976,11125,11885,22862,72794,93283,93954,94658
978,1741,9130,13758,78729,98197,99055,99949
990,6802,13265,16367,82855,93021,93746,94491
994,1763,12921,17682,79828,95341,96080,96928
1023,5661,7429,18979,79261,95548,96357,97279
1053,1781,9462,11765,87869,95658,96552,97397
1056,11519,16238,47318,57029,88689,89495,90193
1095,5083,11531,14066,81541,95238,96072,96911
1098,2869,3534,7548,90630,97815,98591,99452
1103,4946,12761,21367,64899,98003,98803,99655
1114,18709,21895,27474,80839,83054,83916,84536
1117,19309,26678,28270,69599,84467,85228,86869
1120,3559,5824,17713,90965,93411,94142,94803
1127,1877,5407,22981,73103,98123,99034,99885
1156,2773,13286,21136,81644,93102,93836,94604
1159,1768,6668,27024,68207,98074,98873,99764
1169,2957,5297,8511,88183,97711,98413,99296
1198,3591,10874,25060,71937,95445,96229,97203
1209,2982,6159,18769,76055,97984,98737,99642
1217,8806,9613,13819,84976,93683,94340,95083
1227,2953,4527,17046,78688,98093,99005,99998
1235,7052,8613,17086,79082,95347,96122,97000
1239,5889,6725,22350,75417,95819,96623,97475
1248,6134,7784,21879,75208,95571,96431,97282
1252,3053,6240,10289,84089,98033,98859,99722
1258,7080,15770,19344,78252,92214,93084,94535
1285,10475,15380,16177,84383,90388,91305,92144
1293,3003,6164,16574,92467,93299,94026,94711
1296,14858,19358,25046,74299,87662,89102,89916
1301,2033,10790,19249,73214,97594,98211,99145
1306,3910,6198,22778,77803,95633,96547,97362
1307,3177,9651,18260,86452,93519,94229,94942
1311,4953,13991,17015,82867,93095,93807,94498
1323,2282,3204,4781,93392,98046,98814,99695
1325,2379,4859,11774,85301,97835,98597,99467
1353,10871,11658,23960,72545,92998,93726,94426
1355,3121,5418,13660,88515,95604,96509,97355
1412,5461,7222,21294,76293,95749,96613,97493
1427,4694,5405,15727,85899,95304,96112,96969
1444,8763,10392,11121,73542,97967,98726,99582
1466,9151,10651,15595,82990,93173,93883,94628
1473,8024,11896,15128,83088,93264,93998,94666
1510,7154,9570,14331,80668,95270,96069,96965
1513,2420,3184,4854,92643,98101,98981,99841
1520,3313,7353,9808,89515,95817,96688,97523
1521,3236,5559,9721,84297,98217,99093,99893
1525,3370,4942,9653,85478,98025,98854,99690
1535,9921,13941,50733,71681,83605,84342,85779
1550,4192,4969,18968,74686,98142,99059,99971
1558,2596,5121,24232,86161,93254,93927,94688
1571,4963,5601,16065,76887,98015,98761,99674
1593,5517,11880,24310,76668,93131,93847,94591
1618,5030,5739,10645,83541,97604,98245,99115
1643,3437,4301,12014,83344,98084,98956,99758
1687,2536,8772,18862,73512,97941,98690,99537
1712,4370,4991,9864,90978,95679,96528,97415
1717,2610,3453,9688,94758,95556,96468,97287
1747,3487,8443,10765,88947,95186,96056,96906
1775,6796,7575,25785,85271,90625,91467,92243
1785,5001,6596,9919,81873,97988,98731,99644
1800,4344,16312,21718,85864,89643,90468,91388
1808,5788,9214,17673,84220,93557,94288,94989
1819,5134,23201,25715,71713,90448,91341,92166
1835,5231,5957,15652,84436,95351,96089,96986
1847,10032,10775,26735,70522,93147,93871,94608
1876,2884,3660,10139,86940,97874,98644,99520
1890,5112,13032,19228,65131,98137,99035,99972
1901,5196,6790,24611,82134,92907,93639,94359
1928,2854,9207,11507,79398,98071,98824,99748
1941,3555,18631,19334,69598,95352,96118,97008
1955,9460,13436,14959,79974,93235,93886,94632
1987,2960,4562,5999,89940,97876,98653,99560
1991,3566,5143,6807,94257,95709,96601,97463
2016,3708,6857,13217,87509,95284,96038,96908
2037,4602,5321,11668,89127,95423,96222,97137
2051,3007,5385,7103,87758,97928,98704,99601
2074,6166,7833,14318,82400,95405,96233,97108
2103,6119,10136,30725,79908,89738,90578,92230
2123,7728,10890,17839,74851,95173,96036,96897
2158,3122,11863,22943,72088,95590,96464,97309
2161,3044,7126,18756,73765,98042,98897,99746
2228,7909,15086,19541,81861,90819,91625,92468
2234,3901,14939,17931,81444,92958,93710,94420
2252,4006,4764,6219,88328,97839,98611,99518
2266,8849,22991,24518,74629,88660,89454,90170
2293,3139,11669,22615,66214,97718,98534,99355
2337,8882,13817,16078,70787,95684,96554,97398
2358,19670,22029,31922,73099,83373,84212,84874
2382,16154,23090,44886,68501,80393,82708,83423
2406,3233,5449,19523,81854,95503,96353,97216
2407,3252,4011,11770,91489,95378,96155,97075
2417,5577,12864,16857,81230,93451,94224,94917
2494,8050,11230,17379,87159,90914,91754,92557
2546,3337,6366,21942,78362,95471,96332,97181
2553,9796,14629,15336,76329,93577,94315,95002
2557,6605,12193,20059,88857,89607,90382,91277
2566,3401,4243,4998,91264,97644,98266,99155
2569,3409,7441,24789,75503,95110,95945,96771
2588,13022,16973,18322,82085,88757,89509,90281
2595,4262,13871,17510,81066,93350,94114,94769
2598,4996,8140,11315,84820,95685,96553,97430
2599,3339,6591,10582,90386,95141,96012,96887
2605,4150,4944,13769,80031,97858,98674,99506
2613,3456,6689,9991,90505,95295,96074,96914
2658,3514,18330,28502,66464,93320,94024,94725
2668,5245,8559,22744,80102,93353,94113,94753
2713,8370,11457,26615,71003,93090,93806,94483
2746,3518,11405,18307,82675,93599,94289,94998
2748,5007,5711,22246,76212,95672,96525,97416
2769,4421,8509,9308,80735,97799,98558,99438
2851,3539,4440,11551,83697,97701,98417,99341
2861,3620,5165,9987,92047,95113,95944,96800
2872,4473,9976,14737,72336,98134,99051,99958
2882,3652,20034,23774,68385,93565,94274,94971
2900,12494,18741,26026,83023,85317,86097,86939
2911,3684,12495,19451,74313,95409,96200,97074
2922,5933,7624,11562,85740,95104,95865,96787
2927,5279,6082,17101,81693,95357,96126,96972
2977,10916,20383,28302,83022,84551,85314,86072
2992,3722,9999,22451,88800,90333,91199,92041
3014,5287,7734,8581,82088,97570,98196,99067
3063,7736,10911,24091,74212,93100,93843,94581
3077,3909,6961,10115,82195,97685,98375,99220
3108,3912,8746,12666,83985,95534,96320,97266
3124,6313,7216,15252,72416,98218,99108,99890
3134,5417,12552,14161,84529,93212,93887,94645
3150,8658,16466,18646,66226,95326,96092,96973
3194,4090,8101,34481,69147,93457,94202,94865
3211,6237,11056,21836,77497,93195,93876,94629
3213,12916,20825,22333,75592,88117,88908,89633
3243,3970,8745,20508,83729,93045,93785,94512
3261,27863,32747,37451,45595,84159,84860,85601
3292,5615,8161,19003,89529,91140,92005,92792
3321,4830,8064,9618,79926,97801,98572,99405
3333,7371,8218,9042,85194,95342,96088,96949
3385,4875,6369,12641,85341,95475,96297,97154
3433,6670,13253,17870,87604,89804,90643,92260
3444,4312,9176,9949,79069,97752,98502,99333
3488,14890,21169,21874,80026,85375,86975,87740
3503,6612,16151,18970,73800,93453,94177,94871
3511,5848,11462,13131,87428,92063,93693,94401
3542,5152,5927,34834,70506,93123,93846,94607
3550,10551,12106,19005,73847,93419,94175,94884
3570,8540,14880,21144,81643,89724,90596,91440
3572,6730,8323,21455,71538,95789,96630,97500
3587,6824,9350,10107,75249,98019,98749,99652
3666,13434,14290,24296,79980,87640,88368,89863
3714,10133,20266,25665,75454,88019,88767,89519
3740,10807,20105,30583,80423,84293,84999,86587
3764,11625,12458,24252,67294,93336,94065,94743
3776,10994,15010,43966,60091,88439,89264,89997
3799,5368,8627,15009,86955,93214,93926,94639
3886,10123,11637,14211,80532,92981,93731,94436
3890,7878,13548,15854,78394,93260,94004,94709
3895,6191,18245,18864,71548,93532,94270,94992
3968,19683,22908,24464,62558,88517,89361,90078
3969,9606,10367,27849,74515,90915,91727,92589
3979,8776,11149,29537,72942,90873,91705,92576
4000,8663,18694,24839,79890,87544,88223,89684
4056,7234,14511,15154,70811,95735,96579,97457
4065,9641,14503,37357,76977,85485,86381,87128
4074,8812,21307,29170,63839,90627,91472,92236
4076,16064,27113,43316,65103,81215,82055,82595
4087,9593,14936,17995,80048,90792,91653,92433
4100,7271,8036,19689,87698,90762,91597,92384
4109,4871,5554,21569,77340,95171,96025,96898
4116,6387,8126,11877,88002,93659,94330,95040
4132,6432,8989,10535,81325,95851,96734,97539
4136,6465,13892,17665,69306,95839,96702,97532
4184,21249,22883,23583,70756,84707,86368,87807
4201,5646,12233,26619,85935,88232,89001,89670
4205,16051,18284,22156,75264,87801,88451,89325
4211,7375,9892,27258,71683,92972,93715,94431
4229,12181,14603,33371,76057,86294,87034,87768
4269,6631,9943,13977,85763,92923,93690,94341
4304,11374,16153,16862,84726,88618,89363,90137
4308,6745,10736,36901,71646,89588,90338,91275
4335,7482,12302,15489,80582,93079,93794,94474
4359,5736,7403,10633,83394,95845,96638,97529
4361,8343,16200,24567,73689,90064,91733,92580
4366,9153,16239,17748,85623,88736,89494,90178
4374,12316,21738,22526,80545,85814,86728,87496
4503,11538,12295,27256,74748,89585,90373,91239
4525,7668,10106,20332,77447,93101,93812,94546
4540,11569,15495,43478,78059,82126,82734,83536
4548,10870,18747,27699,78471,86319,87091,87792
4561,7730,10125,20310,78248,92197,93845,94521
4598,12453,21775,34524,70138,84962,85716,87371
4614,5324,6098,21949,89100,90678,91509,92265
4621,7746,12425,13274,89619,90445,91318,92089
4636,18706,25147,27685,71296,83997,84628,85442
4646,7851,13540,19569,80949,90822,91682,92478
4658,20374,28951,31406,67615,82178,82781,83574
4659,10229,15839,17421,80938,89994,90786,91671
4664,9521,10236,29496,72811,90736,91632,92441
4668,12437,14910,24718,78125,88124,88932,89623
4712,9538,10249,23756,85642,87960,89484,90196
4719,11122,13644,16696,72988,93365,94174,94829
4735,7831,10927,24056,82297,89723,90525,91443
4756,6226,12629,28212,75660,90492,91371,92191
4766,12703,13665,14437,73685,93356,94123,94802
4799,11151,22264,37566,66034,85712,86607,87404
4809,10266,13534,24108,67141,93175,93868,94636
4820,8071,11221,29510,72276,91062,91862,92715
4868,18950,21442,22223,65860,88643,89443,90108
4907,8947,10483,11254,76251,95675,96578,97442
4910,7308,11310,26434,75499,91208,92019,92849
4915,5606,13876,14617,79561,93607,94325,95030
4951,6486,10563,15368,81312,93559,94303,94995
4956,5647,9056,20743,88115,89620,91294,92106
5034,14834,16355,21046,79972,86893,88306,89097
5044,7460,19110,21581,74201,90562,91419,92160
5052,13932,15433,31895,76166,85512,86395,87152
5054,14065,17044,26531,74144,87514,88213,88972
5071,7490,10720,23012,79473,91088,91926,92757
5111,9904,16790,20680,73114,91179,91970,92789
5119,6746,14832,16324,78138,92150,93776,94452
5132,6782,13077,18495,84504,89796,91492,92259
5168,5952,15633,21818,85945,88248,89019,89754
5249,20290,23413,30112,63998,85374,86159,86942
5254,9379,28965,30649,76454,82814,83635,84387
5326,7012,10915,19642,76982,92607,94194,94859
5344,8570,28116,32140,62816,87478,88155,88918
5347,8675,14235,17257,80996,90842,91699,92486
5351,9463,10981,19430,85033,89613,90377,91289
5356,12550,20469,21978,80092,86279,87046,87767
5376,7061,14337,15011,70647,95480,96370,97255
5408,13475,14322,24342,82564,86378,87185,87863
5411,7942,8765,33390,70757,90923,91756,92593
5426,7897,20502,22780,79931,87617,88312,89072
5440,8751,12647,15074,86889,89819,90653,92264
5441,13596,14360,15949,84567,88437,89191,89996
5447,6245,18854,27865,75261,88496,89316,90053
5458,10405,18964,25582,67572,90317,91214,92025
5463,13717,14456,44514,64828,85346,86200,87013
5494,18288,22994,29607,65895,85567,86451,87241
5498,7288,8018,15177,76140,95634,96480,97302
5536,14384,15919,28400,69788,88393,89189,89928
5552,11234,24596,36054,62584,86417,87230,87870
5567,8867,10450,15022,79340,93357,94147,94787
5571,11289,16742,25285,63174,92308,93236,93932
5621,8927,10527,16783,87127,90011,90827,91714
5630,24667,31313,47328,50634,79516,80377,82072
5658,8275,10602,16996,78913,92968,93706,94419
5678,10627,19157,32890,78077,84325,85010,85773
5688,9827,12042,13934,77137,93568,94300,95041
5706,7391,13027,27857,73012,90133,91785,92626
5764,9945,21758,29131,79138,84521,85289,85991
5765,16184,35479,41943,71756,75645,76574,78191
5843,8434,9231,17829,79787,92153,93792,94468
5865,7533,10004,18599,88126,89636,90413,91361
5890,7513,10756,22301,74049,92940,93688,94400
5918,14802,18507,21676,74590,87937,88648,89459
6030,7758,14281,28283,70577,90701,91534,92373
6035,23239,29918,34680,75627,76536,77354,78148
6037,7759,8608,14957,82383,93247,93906,94640
6040,10879,13337,14139,76372,92876,93590,94304
6053,17132,23378,26536,70921,85038,85819,86660
6078,18556,20964,36240,60486,85052,86681,87480
6131,7773,18124,23603,73045,90098,90949,91814
6139,10179,14994,22516,82923,87551,88228,89007
6175,7049,8691,13528,70920,97643,98314,99217
6180,7816,13355,27392,65385,93081,93814,94514
6229,7184,9565,10276,86270,93307,93986,94720
6241,15977,20605,22911,70737,87149,87847,90070
6244,8758,15020,21245,77494,89857,90644,92275
6319,11810,18834,25457,65109,90187,91079,92742
6335,12698,15786,28452,70638,88432,89230,89966
6348,12751,13678,18169,69097,92569,94136,94789
6382,7300,9682,11236,85799,92973,93724,94441
6422,8136,12869,21283,77738,90853,91704,92532
6457,7326,22187,27569,72789,87658,88365,89186
6482,14601,22971,23680,72211,86403,87257,87932
6541,11244,11971,23657,68162,92498,93329,94135
6550,9816,12985,28605,75344,88646,89427,90164
6617,10588,17615,19914,70843,91117,91989,92854
6624,8278,18438,21669,82167,87421,88088,88852
6703,16090,22204,27149,67514,86556,87341,87980
6715,9953,10739,14699,69944,95665,96510,97312
6749,16891,20777,25608,76422,84305,85014,85771
6800,23451,32281,36275,60597,79098,80727,82308
6812,8490,24654,25595,72407,86582,87419,89578
6815,12416,14199,24212,79095,87553,88243,89004
6837,7675,18624,22541,71204,90705,91543,92408
6863,9354,14860,15602,81359,90332,91164,92003
6915,8606,13375,23210,75586,90402,91332,92111
6939,9415,14914,17275,71182,93250,93908,94654
7013,13318,17940,28458,73655,86309,87073,87771
7029,8704,11736,15824,69012,95546,96417,97269
7075,11699,13507,17970,76770,90670,91548,92298
7112,11869,24530,25485,73900,84889,86462,87290
7173,11124,14426,15113,71398,93358,94139,94806
7179,7996,17295,22690,85376,86227,87033,87741
7194,21358,26286,40565,68155,78524,79326,80129
7231,11154,19682,25973,71107,87578,89069,89743
7251,11947,12796,32733,70798,87917,88650,89445
7256,18321,27160,39012,55230,84171,84833,85554
7318,9745,11992,26317,70149,91187,92010,92819
7331,13719,14558,28461,81062,84650,85449,86307
7333,22006,26980,29470,68152,81917,82506,83173
7338,24651,27985,33539,55388,83411,84260,84965
7382,8135,11987,25431,73069,90976,91855,92702
7409,13056,13963,30636,64466,89584,90381,92042
7439,9069,17610,35197,70766,86396,87170,87890
7444,24547,27937,29634,57101,84235,84930,85709
7472,12244,18391,19107,78525,87843,88601,89354
7495,17076,19264,38552,70343,82262,82836,83709
7517,10669,14673,37498,78690,83362,84229,84899
7535,17234,18650,19412,64003,90719,91567,92417
7560,12330,17827,19245,71509,90173,91022,91871
7609,21666,23998,35468,66163,81560,82238,82835
7658,9264,16302,23857,63567,92896,93629,94364
7663,10090,12403,17188,79901,90605,91449,92238
7669,11681,18021,24311,72062,88492,89291,90010
7772,17287,20434,23507,75033,84527,86075,86902
7790,18673,24927,36187,57188,84352,85772,86648
7857,8682,10223,23478,76753,90661,91524,92359
7861,13544,19593,20518,76814,87042,87761,88404
7885,12706,13670,32806,58733,91080,91883,92774
7903,10271,18025,21961,75338,88549,89396,90094
7910,11042,17290,21950,76535,88177,88954,89679
7960,13617,17357,24158,73423,87606,88326,89090
8016,14587,16840,44168,51546,88010,88818,89552
8049,8832,10444,14355,77091,93521,94258,94987
8089,14542,16825,17552,71480,90138,91060,91851
8104,19086,23940,27269,66933,83624,85086,87495
8128,8954,14485,16060,81774,89867,90679,91590
8138,17503,27723,29462,69039,82515,83168,83989
8149,18991,25504,30407,63541,84276,84968,85701
8162,9885,12905,23002,72207,90973,91764,92639
8208,11331,17668,18351,70104,91097,92002,92776
8250,10577,17589,24515,65640,90826,91660,92480
8270,16105,18327,35409,74834,82184,82800,83608
8271,20747,21470,31237,57926,86537,87346,88003
8276,9099,16865,41513,66636,85558,86413,87177
8281,24579,31991,33594,48211,84275,84929,85677
8287,15454,20938,40066,67591,82164,82722,84315
8322,9978,18407,21614,67481,91109,91893,92733
8405,23151,24700,32115,71655,79627,80445,81439
8422,13147,14821,16300,75637,89652,91403,92155
8470,17824,22435,33928,71847,81727,82330,82976
8479,9305,10783,15542,76265,92728,93468,94967
8498,14843,19236,20985,73341,87528,88161,88945
8530,20321,22584,25016,65396,85262,86830,87598
8573,14852,28360,32500,66397,82387,83918,84550
8576,9358,11629,14244,85949,89703,90616,91462
8596,23496,34005,40411,63985,75908,76779,78357
8609,10149,10892,26911,79175,87613,88356,89832
8620,21288,22872,26194,65848,84780,85551,86384
8706,10995,18069,23589,83962,84606,85392,86218
8713,18081,18804,26153,71220,85379,86171,87016
8739,11688,19551,21259,64981,90933,91788,92598
8766,24509,27044,38960,66585,77787,78533,79353
8834,16007,17427,28551,64989,87827,88564,89338
8858,10424,20524,24275,70610,87702,89207,89937
8865,10457,11228,13792,74596,93487,94214,94898
8885,17680,24713,28918,74841,81487,82192,82821
8929,9752,15225,19730,80109,88475,89296,90021
8974,15129,18919,21391,68508,88809,89545,90262
8988,13728,15103,16743,71499,90990,91822,92664
9021,11324,12910,32809,68486,87995,88763,90229
9068,11373,15271,34076,64064,88444,89242,89999
9142,33774,35440,43519,66896,70224,70892,71650
9184,20023,21573,22334,75541,83537,84326,85019
9210,11514,21714,38587,69496,82837,83753,84426
9249,16221,19055,31299,77245,82163,82754,83551
9250,27551,29259,38775,55012,78384,80904,82402
9251,12375,15619,37790,68775,85188,85833,86706
9252,12400,16315,20802,71649,89572,90347,91200
9286,11577,15469,24957,76683,86887,87600,89078
9293,11596,18470,26591,70311,86696,88938,89642
9351,10134,14101,16359,69749,93251,93913,94679
9393,25677,27268,36224,61215,79729,80512,81519
9397,11666,14063,16330,85253,87571,88235,89022
9424,10145,15769,21938,69735,90694,91533,92299
9428,19464,26646,33882,74167,78225,79045,80680
9477,10968,14892,29420,69026,88467,89279,90008
9484,16526,17239,21883,70584,87622,88340,89859
9489,14319,17248,44352,58191,85235,85908,86795
9496,17900,21130,28342,66378,85331,86041,86919
9547,17359,19553,33174,70514,83016,83874,84500
9580,15006,30262,43194,60184,80229,81112,81970
9601,18188,18838,20603,73762,85517,87167,87861
9616,13632,15100,31166,65944,87944,88663,89472
9632,24268,26047,35693,63180,80032,80854,81831
9635,11222,17456,21207,67222,90761,91630,92404
9679,11951,14582,19884,70006,90984,91830,92621
9732,15261,16149,20651,71500,88630,89446,90168
9738,15180,18257,32547,74317,83035,83908,84555
9973,14023,18404,19044,79697,85727,86630,88039
9992,10760,12306,24858,78982,87511,88165,88963
10014,12422,25085,49658,52789,83093,83922,84554
10017,24647,27128,27900,59423,83359,84195,84868
10069,14117,16404,29948,63901,88265,89045,89788
10088,14094,27225,43485,70172,78043,78851,79579
10153,12586,13628,15871,84116,87210,88575,89398
10156,20338,30199,37310,65693,78442,79298,80101
10165,12512,14265,29901,70266,87462,88079,88887
10172,14275,14927,21898,83784,84450,85224,86807
10217,21268,33288,35699,68089,76851,77712,78413
10279,23532,32313,38539,53288,79782,81547,82257
10363,23423,26788,28361,72734,79156,79966,80746
10378,31911,32756,49780,60135,70713,71383,74481
10436,16691,23568,25065,67991,84563,86213,87010
10452,12757,23643,42811,67126,80726,81704,82318
10456,20684,23769,33516,76261,77892,78686,80273
10470,23854,37522,38282,50577,79417,80254,81161
10478,14489,22128,33612,61135,85703,86594,87398
10482,19826,22979,33230,56628,85321,86086,86985
10500,18224,30988,33380,54356,84002,84633,85454
10532,14394,24508,29532,60999,86427,87227,87918
10548,28868,37515,42535,61880,72366,73138,74687
10576,28189,33808,38605,55629,77442,78209,79079
10751,13933,18406,23158,77402,85172,85925,86790
10774,11540,20333,23480,67893,88385,89179,89953
10810,22438,28151,41064,59742,78966,79766,80600
10818,21105,23419,44423,71834,75798,76662,77478
10833,16248,22359,40210,72554,79025,79746,80562
10838,17908,42797,46009,61407,73405,74219,74954
10859,11617,19361,25998,75724,85240,85944,86794
10878,12442,14913,25801,72673,87548,88256,89026
10888,11667,13391,15760,82386,88376,89144,89925
10891,16472,20421,31630,71900,81780,83910,84533
10953,25753,29957,34763,70428,75669,76553,77461
11003,19624,20540,24399,74360,83098,83938,84575
11043,16674,28434,31705,53497,85408,87012,87764
11072,25916,26753,34891,60620,79154,80802,82329
11198,12602,17431,37458,63468,85634,86457,87289
11245,22810,32657,48897,52010,76104,78507,79307
11318,17626,19953,24532,59530,88784,89536,90258
11372,12897,13854,21476,78914,86656,87479,88889
11387,13905,17612,24507,68220,87882,88642,89382
11395,27126,36076,37567,53111,77964,78764,79534
11398,16228,19153,21649,70915,86633,87448,88113
11439,17002,18465,22425,73197,84978,86625,87406
11453,18610,22540,37945,63038,81733,82351,83867
11456,13966,23115,24536,66723,86504,87294,87943
11534,13248,24096,30054,69456,83649,84391,85109
11598,22445,33499,47279,49072,77936,79423,80285
11608,16417,25940,30087,66253,82962,83813,84457
11619,21063,21808,30834,73519,80004,80883,81807
11627,17137,28860,40017,65165,78797,79551,80383
11685,21888,22654,40929,65273,78898,79711,80499
11738,21034,31544,34771,52634,81583,83787,84446
11745,12566,22832,30968,76002,81838,82480,83106
11753,30232,30990,36602,55020,77679,79214,80047
11784,18035,29379,30207,65623,80946,82448,83115
11791,13569,16560,21243,78224,85876,86731,87543
11855,16474,29370,47014,55064,78386,80909,82465
11857,29454,35833,44013,44696,77791,78537,79356
11858,18200,21346,23656,69914,84681,85513,86369
11907,32618,35108,35848,62563,73674,74548,75271
11908,16020,19862,21437,71502,85608,87266,87934
11910,16658,18801,26106,60157,88506,89359,90040
11979,23878,29807,31343,62805,79713,80530,81482
11994,16777,20631,24371,66549,86312,87101,87802
11996,23925,29750,44872,52334,78738,79538,80384
12008,16167,19978,23134,73129,84958,85667,86496
12025,23148,37658,45041,66152,71686,72530,73297
12073,19897,23668,31916,61747,83314,84168,84754
12132,16940,20014,40252,67716,80585,81628,82270
12143,14574,18961,23020,64344,88769,89508,90218
12219,24009,24788,32071,69444,78901,79662,80443
12238,16282,17023,25850,75019,83862,85273,85990
12276,19998,24533,31208,67476,81304,82071,82671
12283,27877,28718,35242,51451,81244,82081,82641
12309,20983,26439,42568,66880,76375,77183,78800
12320,24962,34839,35587,66261,75027,75836,76705
12333,27550,34928,41334,57593,75079,75935,76785
12391,14866,18628,19322,78295,84479,85957,87599
12413,13968,15428,17039,68706,90494,91337,92152
12472,15533,17869,42786,63829,82309,82937,83802
12481,16443,17973,20414,75069,85333,86127,87697
12502,20440,21958,38926,60130,81920,82497,83164
12506,20449,27010,27759,61730,83236,84090,84757
12540,20346,21723,35528,71753,79053,79882,80712
12545,21176,22665,47705,59936,78333,79172,80005
12581,17422,21993,23593,58357,88386,89220,89985
12601,16556,18779,21957,73445,85313,86001,86885
12606,22046,23648,26948,65794,82542,83229,84724
12683,17478,26216,42386,52951,82520,83224,84079
12721,18793,22702,46985,57611,80039,80867,81819
12738,23760,27162,32039,61943,80399,81338,82158
12814,27916,36809,39829,67409,71448,72252,73060
12822,18324,24616,46596,62746,78020,78795,79618
12826,20528,26988,34245,59280,81944,82536,83190
12835,18898,31716,34908,60763,79180,80821,82416
12901,15333,21529,27888,61921,86572,87392,88001
12911,13896,26473,28893,53108,87354,88691,90211
12932,19916,25339,26939,69834,80957,82471,83149
13037,25502,28767,41610,57948,77164,77954,79555
13070,19235,20956,27367,74202,80628,82285,83794
13075,16959,20727,25522,63478,86492,87338,87946
13096,25441,26275,34218,56868,81099,82008,82532
13118,13884,17634,26459,67582,86610,87425,88825
13155,14831,18532,29994,68717,84414,85149,86745
13196,17838,39204,40870,68542,71644,74724,75519
13251,14039,20194,29636,65102,85609,86437,87269
13254,17789,18482,19218,68533,87408,88046,88807
13266,24128,38759,46989,60704,70583,72767,74341
13296,26789,27529,28355,56547,82287,82926,83808
13307,31660,37240,38023,58335,73534,74342,75096
13310,18605,23381,31585,57421,84460,85941,86834
13382,21047,30014,33903,73379,75681,76657,77474
13432,20316,31643,37209,50257,81750,83047,83883
13447,27426,28255,30047,72631,75715,76563,77453
